#,Date-Time (PST/PDT),Ch: 1 - Differential Pressure   (psi),Ch: 2 - Absolute Pressure   (psi),Ch: 3 - Temperature   (°F ),Water Level   (ft),Barometric Pressure   (psi)
4716,06/30/2022 13:46:40,0.1752,11.8519,53.30,0.7110,11.6767
4717,06/30/2022 14:01:40,0.1709,11.8470,53.82,0.7010,11.6761
4718,06/30/2022 14:16:40,0.1701,11.8428,54.35,0.6991,11.6728
4719,06/30/2022 14:31:40,0.1706,11.8419,55.04,0.7004,11.6713
4720,06/30/2022 14:46:40,0.1727,11.8426,55.39,0.7052,11.6699
4721,06/30/2022 15:01:40,0.1740,11.8450,55.91,0.7082,11.6710
4722,06/30/2022 15:16:40,0.1725,11.8405,56.26,0.7049,11.6680
4723,06/30/2022 15:31:40,0.1739,11.8419,56.60,0.7081,11.6680
4724,06/30/2022 15:46:40,0.1758,11.8415,56.78,0.7125,11.6657
4725,06/30/2022 16:01:40,0.1700,11.8352,56.95,0.6990,11.6652
4726,06/30/2022 16:16:40,0.1735,11.8385,57.12,0.7072,11.6650
4727,06/30/2022 16:31:40,0.1745,11.8370,57.12,0.7095,11.6625
4728,06/30/2022 16:46:40,0.1748,11.8363,57.12,0.7101,11.6615
4729,06/30/2022 17:01:40,0.1734,11.8359,57.30,0.7068,11.6625
4730,06/30/2022 17:16:40,0.1735,11.8344,57.30,0.7071,11.6609
4731,06/30/2022 17:31:40,0.1701,11.8300,57.30,0.6993,11.6599
4732,06/30/2022 17:46:40,0.1718,11.8304,57.12,0.7032,11.6586
4733,06/30/2022 18:01:40,0.1728,11.8311,57.12,0.7056,11.6583
4734,06/30/2022 18:16:40,0.1749,11.8326,57.12,0.7103,11.6577
4735,06/30/2022 18:31:40,0.1741,11.8323,56.95,0.7086,11.6581
4736,06/30/2022 18:46:40,0.1737,11.8330,56.95,0.7076,11.6593
4737,06/30/2022 19:01:40,0.1706,11.8319,56.78,0.7004,11.6613
4738,06/30/2022 19:16:40,0.1725,11.8346,56.60,0.7048,11.6620
4739,06/30/2022 19:31:40,0.1708,11.8357,56.43,0.7008,11.6650
4740,06/30/2022 19:46:40,0.1713,11.8383,56.26,0.7021,11.6670
4741,06/30/2022 20:01:40,0.1700,11.8387,56.09,0.6990,11.6687
4742,06/30/2022 20:16:40,0.1669,11.8388,55.74,0.6919,11.6719
4743,06/30/2022 20:31:40,0.1670,11.8385,55.56,0.6921,11.6715
4744,06/30/2022 20:46:40,0.1679,11.8423,55.22,0.6941,11.6744
4745,06/30/2022 21:01:40,0.1689,11.8438,54.87,0.6963,11.6750
4746,06/30/2022 21:16:40,0.1694,11.8461,54.52,0.6976,11.6767
4747,06/30/2022 21:31:40,0.1661,11.8440,54.17,0.6900,11.6779
4748,06/30/2022 21:46:40,0.1680,11.8477,53.82,0.6943,11.6797
4749,06/30/2022 22:01:40,0.1693,11.8508,53.48,0.6973,11.6815
4750,06/30/2022 22:16:40,0.1698,11.8527,52.95,0.6985,11.6829
4751,06/30/2022 22:31:40,0.1706,11.8550,52.60,0.7004,11.6844
4752,06/30/2022 22:46:40,0.1685,11.8522,52.25,0.6954,11.6837
4753,06/30/2022 23:01:40,0.1705,11.8563,51.72,0.7000,11.6858
4754,06/30/2022 23:16:40,0.1706,11.8557,51.37,0.7002,11.6851
4755,06/30/2022 23:31:40,0.1696,11.8543,51.02,0.6980,11.6847
4756,06/30/2022 23:46:40,0.1679,11.8529,50.67,0.6941,11.6850
4757,07/01/2022 00:01:40,0.1686,11.8530,50.31,0.6956,11.6844
4758,07/01/2022 00:16:40,0.1693,11.8538,49.96,0.6971,11.6845
4759,07/01/2022 00:31:40,0.1689,11.8531,49.60,0.6963,11.6842
4760,07/01/2022 00:46:40,0.1675,11.8513,49.43,0.6931,11.6838
4761,07/01/2022 01:01:40,0.1683,11.8514,49.07,0.6950,11.6831
4762,07/01/2022 01:16:40,0.1705,11.8544,48.72,0.6999,11.6840
4763,07/01/2022 01:31:40,0.1706,11.8541,48.54,0.7002,11.6835
4764,07/01/2022 01:46:40,0.1704,11.8556,48.18,0.6997,11.6853
4765,07/01/2022 02:01:40,0.1702,11.8546,48.00,0.6992,11.6844
4766,07/01/2022 02:16:40,0.1688,11.8532,47.65,0.6960,11.6844
4767,07/01/2022 02:31:40,0.1738,11.8580,47.47,0.7075,11.6842
4768,07/01/2022 02:46:40,0.1696,11.8533,47.29,0.6979,11.6837
4769,07/01/2022 03:01:40,0.1692,11.8526,46.93,0.6970,11.6834
4770,07/01/2022 03:16:40,0.1690,11.8508,46.75,0.6965,11.6818
4771,07/01/2022 03:31:40,0.1690,11.8497,46.57,0.6964,11.6808
4772,07/01/2022 03:46:40,0.1700,11.8509,46.39,0.6987,11.6809
4773,07/01/2022 04:01:40,0.1705,11.8505,46.21,0.6999,11.6800
4774,07/01/2022 04:16:40,0.1649,11.8450,46.03,0.6869,11.6802
4775,07/01/2022 04:31:40,0.1703,11.8499,45.85,0.6994,11.6796
4776,07/01/2022 04:46:40,0.1686,11.8459,45.67,0.6955,11.6773
4777,07/01/2022 05:01:40,0.1685,11.8455,45.49,0.6954,11.6770
4778,07/01/2022 05:16:40,0.1739,11.8518,45.31,0.7079,11.6779
4779,07/01/2022 05:31:40,0.1683,11.8471,45.12,0.6949,11.6787
4780,07/01/2022 05:46:40,0.1686,11.8482,44.94,0.6955,11.6796
4781,07/01/2022 06:01:40,0.1707,11.8504,44.94,0.7003,11.6797
4782,07/01/2022 06:16:40,0.1727,11.8530,44.76,0.7049,11.6803
4783,07/01/2022 06:31:40,0.1698,11.8497,44.58,0.6984,11.6799
4784,07/01/2022 06:46:40,0.1722,11.8531,44.40,0.7038,11.6809
4785,07/01/2022 07:01:40,0.1713,11.8531,44.40,0.7017,11.6818
4786,07/01/2022 07:16:40,0.1707,11.8527,44.22,0.7003,11.6821
4787,07/01/2022 07:31:40,0.1716,11.8542,44.22,0.7024,11.6826
4788,07/01/2022 07:46:40,0.1707,11.8539,44.03,0.7002,11.6832
4789,07/01/2022 08:01:40,0.1718,11.8561,44.03,0.7030,11.6842
4790,07/01/2022 08:16:40,0.1669,11.8517,44.03,0.6915,11.6848
4791,07/01/2022 08:31:40,0.1745,11.8594,44.22,0.7092,11.6848
4792,07/01/2022 08:46:40,0.1741,11.8579,44.22,0.7082,11.6838
4793,07/01/2022 09:01:40,0.1681,11.8501,44.40,0.6943,11.6821
4794,07/01/2022 09:16:40,0.1721,11.8541,44.58,0.7036,11.6821
4795,07/01/2022 09:31:40,0.1743,11.8541,44.94,0.7088,11.6797
4796,07/01/2022 09:46:40,0.1734,11.8537,45.12,0.7065,11.6803
4797,07/01/2022 10:01:40,0.1724,11.8521,45.49,0.7043,11.6797
4798,07/01/2022 10:16:40,0.1754,11.8557,45.85,0.7113,11.6803
4799,07/01/2022 10:31:40,0.1758,11.8564,46.21,0.7121,11.6806
4800,07/01/2022 10:46:40,0.1743,11.8552,46.75,0.7087,11.6809
4801,07/01/2022 11:01:40,0.1752,11.8544,47.11,0.7109,11.6792
4802,07/01/2022 11:16:40,0.1745,11.8532,47.65,0.7091,11.6787
4803,07/01/2022 11:31:40,0.1760,11.8542,48.18,0.7127,11.6781
4804,07/01/2022 11:46:40,0.1754,11.8537,48.72,0.7113,11.6783
4805,07/01/2022 12:01:40,0.1718,11.8488,49.25,0.7030,11.6770
4806,07/01/2022 12:16:40,0.1732,11.8476,49.78,0.7062,11.6744
4807,07/01/2022 12:31:40,0.1746,11.8486,50.31,0.7095,11.6739
4808,07/01/2022 12:46:40,0.1715,11.8444,50.84,0.7023,11.6729
4809,07/01/2022 13:01:40,0.1723,11.8428,51.55,0.7042,11.6705
4810,07/01/2022 13:16:40,0.1730,11.8415,52.07,0.7057,11.6686
4811,07/01/2022 13:31:40,0.1725,11.8406,52.78,0.7047,11.6681
4812,07/01/2022 13:46:40,0.1713,11.8387,53.30,0.7018,11.6674
4813,07/01/2022 14:01:40,0.1722,11.8378,54.00,0.7041,11.6655
4814,07/01/2022 14:16:40,0.1755,11.8395,54.52,0.7118,11.6639
4815,07/01/2022 14:31:40,0.1683,11.8316,55.04,0.6950,11.6634
4816,07/01/2022 14:46:40,0.1736,11.8333,55.56,0.7073,11.6597
4817,07/01/2022 15:01:40,0.1683,11.8292,56.09,0.6950,11.6609
4818,07/01/2022 15:16:40,0.1718,11.8283,56.43,0.7032,11.6565
4819,07/01/2022 15:31:40,0.1713,11.8275,56.78,0.7020,11.6562
4820,07/01/2022 15:46:40,0.1727,11.8249,56.95,0.7053,11.6522
4821,07/01/2022 16:01:40,0.1707,11.8211,57.30,0.7006,11.6504
4822,07/01/2022 16:16:40,0.1724,11.8211,57.30,0.7046,11.6487
4823,07/01/2022 16:31:40,0.1711,11.8174,57.30,0.7015,11.6464
4824,07/01/2022 16:46:40,0.1726,11.8185,57.47,0.7050,11.6460
4825,07/01/2022 17:01:40,0.1705,11.8170,57.47,0.7002,11.6465
4826,07/01/2022 17:16:40,0.1720,11.8170,57.47,0.7036,11.6451
4827,07/01/2022 17:31:40,0.1728,11.8163,57.47,0.7056,11.6435
4828,07/01/2022 17:46:40,0.1716,11.8141,57.47,0.7028,11.6425
4829,07/01/2022 18:01:40,0.1717,11.8126,57.47,0.7031,11.6409
4830,07/01/2022 18:16:40,0.1745,11.8141,57.47,0.7095,11.6396
4831,07/01/2022 18:31:40,0.1751,11.8148,57.47,0.7109,11.6397
4832,07/01/2022 18:46:40,0.1720,11.8108,57.30,0.7036,11.6388
4833,07/01/2022 19:01:40,0.1702,11.8112,57.12,0.6995,11.6410
4834,07/01/2022 19:16:40,0.1686,11.8102,56.95,0.6957,11.6416
4835,07/01/2022 19:31:40,0.1690,11.8121,56.78,0.6967,11.6431
4836,07/01/2022 19:46:40,0.1691,11.8125,56.60,0.6970,11.6433
4837,07/01/2022 20:01:40,0.1668,11.8129,56.43,0.6916,11.6461
4838,07/01/2022 20:16:40,0.1697,11.8170,56.26,0.6984,11.6473
4839,07/01/2022 20:31:40,0.1684,11.8178,55.91,0.6952,11.6494
4840,07/01/2022 20:46:40,0.1679,11.8189,55.74,0.6942,11.6510
4841,07/01/2022 21:01:40,0.1679,11.8227,55.39,0.6942,11.6548
4842,07/01/2022 21:16:40,0.1666,11.8243,55.04,0.6910,11.6577
4843,07/01/2022 21:31:40,0.1673,11.8273,54.70,0.6927,11.6600
4844,07/01/2022 21:46:40,0.1708,11.8318,54.35,0.7007,11.6610
4845,07/01/2022 22:01:40,0.1674,11.8319,54.00,0.6929,11.6645
4846,07/01/2022 22:16:40,0.1680,11.8324,53.48,0.6943,11.6644
4847,07/01/2022 22:31:40,0.1665,11.8310,53.13,0.6908,11.6645
4848,07/01/2022 22:46:40,0.1692,11.8340,52.78,0.6971,11.6648
4849,07/01/2022 23:01:40,0.1643,11.8301,52.25,0.6857,11.6658
4850,07/01/2022 23:16:40,0.1674,11.8316,51.90,0.6929,11.6642
4851,07/01/2022 23:31:40,0.1662,11.8303,51.55,0.6901,11.6641
4852,07/01/2022 23:46:40,0.1674,11.8311,51.20,0.6929,11.6636
4853,07/02/2022 00:01:40,0.1684,11.8297,50.84,0.6951,11.6613
4854,07/02/2022 00:16:40,0.1668,11.8276,50.49,0.6915,11.6607
4855,07/02/2022 00:31:40,0.1676,11.8284,50.14,0.6934,11.6607
4856,07/02/2022 00:46:40,0.1640,11.8233,49.78,0.6850,11.6593
4857,07/02/2022 01:01:40,0.1701,11.8281,49.60,0.6991,11.6580
4858,07/02/2022 01:16:40,0.1712,11.8289,49.25,0.7017,11.6577
4859,07/02/2022 01:31:40,0.1666,11.8249,49.07,0.6911,11.6583
4860,07/02/2022 01:46:40,0.1685,11.8272,48.72,0.6953,11.6587
4861,07/02/2022 02:01:40,0.1677,11.8251,48.36,0.6934,11.6574
4862,07/02/2022 02:16:40,0.1673,11.8233,48.18,0.6926,11.6560
4863,07/02/2022 02:31:40,0.1671,11.8222,48.00,0.6922,11.6551
4864,07/02/2022 02:46:40,0.1654,11.8201,47.65,0.6883,11.6547
4865,07/02/2022 03:01:40,0.1655,11.8198,47.47,0.6885,11.6542
4866,07/02/2022 03:16:40,0.1673,11.8202,47.29,0.6924,11.6529
4867,07/02/2022 03:31:40,0.1675,11.8198,47.11,0.6930,11.6523
4868,07/02/2022 03:46:40,0.1688,11.8217,46.93,0.6960,11.6529
4869,07/02/2022 04:01:40,0.1696,11.8228,46.75,0.6980,11.6532
4870,07/02/2022 04:16:40,0.1672,11.8196,46.57,0.6924,11.6523
4871,07/02/2022 04:31:40,0.1700,11.8222,46.39,0.6988,11.6522
4872,07/02/2022 04:46:40,0.1660,11.8189,46.21,0.6895,11.6529
4873,07/02/2022 05:01:40,0.1705,11.8245,46.03,0.7000,11.6539
4874,07/02/2022 05:16:40,0.1709,11.8241,45.85,0.7009,11.6532
4875,07/02/2022 05:31:40,0.1700,11.8231,45.67,0.6988,11.6531
4876,07/02/2022 05:46:40,0.1686,11.8213,45.49,0.6956,11.6526
4877,07/02/2022 06:01:40,0.1681,11.8202,45.31,0.6945,11.6520
4878,07/02/2022 06:16:40,0.1674,11.8195,45.31,0.6928,11.6520
4879,07/02/2022 06:31:40,0.1679,11.8177,45.12,0.6940,11.6497
4880,07/02/2022 06:46:40,0.1667,11.8166,44.94,0.6912,11.6499
4881,07/02/2022 07:01:40,0.1698,11.8181,44.94,0.6983,11.6483
4882,07/02/2022 07:16:40,0.1696,11.8163,44.76,0.6978,11.6467
4883,07/02/2022 07:31:40,0.1662,11.8111,44.76,0.6899,11.6449
4884,07/02/2022 07:46:40,0.1690,11.8133,44.76,0.6963,11.6444
4885,07/02/2022 08:01:40,0.1711,11.8126,44.76,0.7013,11.6415
4886,07/02/2022 08:16:40,0.1641,11.8045,44.76,0.6850,11.6404
4887,07/02/2022 08:31:40,0.1677,11.8082,44.76,0.6935,11.6404
4888,07/02/2022 08:46:40,0.1710,11.8107,44.94,0.7010,11.6397
4889,07/02/2022 09:01:40,0.1660,11.8037,45.12,0.6895,11.6377
4890,07/02/2022 09:16:40,0.1657,11.8025,45.31,0.6889,11.6368
4891,07/02/2022 09:31:40,0.1680,11.8051,45.49,0.6941,11.6371
4892,07/02/2022 09:46:40,0.1706,11.8062,45.67,0.7003,11.6355
4893,07/02/2022 10:01:40,0.1698,11.8046,46.03,0.6984,11.6348
4894,07/02/2022 10:16:40,0.1736,11.8075,46.39,0.7070,11.6339
4895,07/02/2022 10:31:40,0.1726,11.8059,46.75,0.7048,11.6333
4896,07/02/2022 10:46:40,0.1708,11.8032,47.29,0.7006,11.6325
4897,07/02/2022 11:01:40,0.1691,11.8010,47.65,0.6967,11.6319
4898,07/02/2022 11:16:40,0.1680,11.7990,48.18,0.6942,11.6310
4899,07/02/2022 11:31:40,0.1718,11.8037,48.72,0.7030,11.6319
4900,07/02/2022 11:46:40,0.1704,11.7999,49.07,0.6997,11.6296
4901,07/02/2022 12:01:40,0.1724,11.8009,49.60,0.7043,11.6285
4902,07/02/2022 12:16:40,0.1693,11.7960,50.14,0.6973,11.6267
4903,07/02/2022 12:31:40,0.1707,11.7981,50.49,0.7006,11.6274
4904,07/02/2022 12:46:40,0.1711,11.7976,51.02,0.7015,11.6265
4905,07/02/2022 13:01:40,0.1734,11.7957,51.55,0.7066,11.6223
4906,07/02/2022 13:16:40,0.1680,11.7878,52.07,0.6942,11.6198
4907,07/02/2022 13:31:40,0.1721,11.7907,52.43,0.7038,11.6185
4908,07/02/2022 13:46:40,0.1700,11.7876,53.13,0.6990,11.6175
4909,07/02/2022 14:01:40,0.1744,11.7912,53.48,0.7090,11.6168
4910,07/02/2022 14:16:40,0.1657,11.7811,54.00,0.6891,11.6153
4911,07/02/2022 14:31:40,0.1692,11.7840,54.35,0.6971,11.6148
4912,07/02/2022 14:46:40,0.1704,11.7820,54.87,0.6999,11.6116
4913,07/02/2022 15:01:40,0.1731,11.7812,55.22,0.7061,11.6081
4914,07/02/2022 15:16:40,0.1746,11.7818,55.56,0.7096,11.6072
4915,07/02/2022 15:31:40,0.1717,11.7740,55.74,0.7030,11.6023
4916,07/02/2022 15:46:40,0.1707,11.7721,55.91,0.7007,11.6014
4917,07/02/2022 16:01:40,0.1677,11.7688,56.09,0.6936,11.6011
4918,07/02/2022 16:16:40,0.1728,11.7717,56.09,0.7054,11.5990
4919,07/02/2022 16:31:40,0.1729,11.7713,56.26,0.7058,11.5984
4920,07/02/2022 16:46:40,0.1709,11.7684,56.26,0.7010,11.5975
4921,07/02/2022 17:01:40,0.1700,11.7669,56.26,0.6990,11.5969
4922,07/02/2022 17:16:40,0.1733,11.7669,56.26,0.7067,11.5936
4923,07/02/2022 17:31:40,0.1678,11.7581,56.26,0.6940,11.5903
4924,07/02/2022 17:46:40,0.1697,11.7610,56.26,0.6984,11.5913
4925,07/02/2022 18:01:40,0.1669,11.7577,56.09,0.6919,11.5908
4926,07/02/2022 18:16:40,0.1702,11.7614,56.09,0.6994,11.5913
4927,07/02/2022 18:31:40,0.1664,11.7567,55.91,0.6908,11.5903
4928,07/02/2022 18:46:40,0.1685,11.7586,55.74,0.6954,11.5901
4929,07/02/2022 19:01:40,0.1636,11.7568,55.56,0.6843,11.5932
4930,07/02/2022 19:16:40,0.1648,11.7583,55.56,0.6870,11.5934
4931,07/02/2022 19:31:40,0.1668,11.7605,55.22,0.6916,11.5937
4932,07/02/2022 19:46:40,0.1702,11.7642,55.22,0.6994,11.5940
4933,07/02/2022 20:01:40,0.1678,11.7610,55.04,0.6939,11.5932
4934,07/02/2022 20:16:40,0.1666,11.7610,54.70,0.6911,11.5945
4935,07/02/2022 20:31:40,0.1645,11.7615,54.52,0.6863,11.5969
4936,07/02/2022 20:46:40,0.1651,11.7604,54.35,0.6876,11.5953
4937,07/02/2022 21:01:40,0.1668,11.7656,54.00,0.6916,11.5988
4938,07/02/2022 21:16:40,0.1670,11.7683,53.82,0.6920,11.6013
4939,07/02/2022 21:31:40,0.1639,11.7694,53.65,0.6849,11.6055
4940,07/02/2022 21:46:40,0.1689,11.7772,53.48,0.6965,11.6082
4941,07/02/2022 22:01:40,0.1636,11.7743,53.13,0.6842,11.6107
4942,07/02/2022 22:16:40,0.1666,11.7806,52.95,0.6910,11.6140
4943,07/02/2022 22:31:40,0.1666,11.7818,52.78,0.6910,11.6152
4944,07/02/2022 22:46:40,0.1652,11.7818,52.43,0.6878,11.6167
4945,07/02/2022 23:01:40,0.1672,11.7845,52.25,0.6925,11.6172
4946,07/02/2022 23:16:40,0.1664,11.7863,52.07,0.6905,11.6200
4947,07/02/2022 23:31:40,0.1681,11.7886,51.72,0.6944,11.6206
4948,07/02/2022 23:46:40,0.1678,11.7898,51.55,0.6937,11.6220
4949,07/03/2022 00:01:40,0.1670,11.7899,51.20,0.6919,11.6229
4950,07/03/2022 00:16:40,0.1661,11.7888,51.02,0.6898,11.6227
4951,07/03/2022 00:31:40,0.1673,11.7904,50.67,0.6927,11.6230
4952,07/03/2022 00:46:40,0.1652,11.7853,50.31,0.6877,11.6201
4953,07/03/2022 01:01:40,0.1663,11.7872,50.14,0.6903,11.6209
4954,07/03/2022 01:16:40,0.1645,11.7865,49.78,0.6861,11.6220
4955,07/03/2022 01:31:40,0.1640,11.7837,49.43,0.6849,11.6197
4956,07/03/2022 01:46:40,0.1686,11.7882,49.07,0.6956,11.6196
4957,07/03/2022 02:01:40,0.1638,11.7827,48.89,0.6846,11.6188
4958,07/03/2022 02:16:40,0.1649,11.7828,48.54,0.6871,11.6178
4959,07/03/2022 02:31:40,0.1655,11.7817,48.36,0.6884,11.6162
4960,07/03/2022 02:46:40,0.1659,11.7840,48.00,0.6893,11.6181
4961,07/03/2022 03:01:40,0.1685,11.7866,47.82,0.6953,11.6181
4962,07/03/2022 03:16:40,0.1653,11.7826,47.65,0.6881,11.6172
4963,07/03/2022 03:31:40,0.1675,11.7837,47.47,0.6930,11.6162
4964,07/03/2022 03:46:40,0.1676,11.7823,47.11,0.6932,11.6148
4965,07/03/2022 04:01:40,0.1694,11.7835,46.93,0.6975,11.6140
4966,07/03/2022 04:16:40,0.1666,11.7817,46.75,0.6910,11.6151
4967,07/03/2022 04:31:40,0.1669,11.7821,46.57,0.6916,11.6152
4968,07/03/2022 04:46:40,0.1671,11.7825,46.39,0.6922,11.6153
4969,07/03/2022 05:01:40,0.1692,11.7858,46.21,0.6969,11.6167
4970,07/03/2022 05:16:40,0.1687,11.7855,46.03,0.6958,11.6168
4971,07/03/2022 05:31:40,0.1675,11.7844,45.85,0.6930,11.6169
4972,07/03/2022 05:46:40,0.1659,11.7823,45.49,0.6894,11.6164
4973,07/03/2022 06:01:40,0.1659,11.7823,45.49,0.6894,11.6164
4974,07/03/2022 06:16:40,0.1667,11.7831,45.12,0.6912,11.6164
4975,07/03/2022 06:31:40,0.1683,11.7838,45.12,0.6949,11.6155
4976,07/03/2022 06:46:40,0.1634,11.7784,44.94,0.6836,11.6149
4977,07/03/2022 07:01:40,0.1674,11.7832,44.76,0.6927,11.6158
4978,07/03/2022 07:16:40,0.1659,11.7836,44.58,0.6893,11.6177
4979,07/03/2022 07:31:40,0.1692,11.7880,44.58,0.6968,11.6188
4980,07/03/2022 07:46:40,0.1663,11.7847,44.40,0.6903,11.6184
4981,07/03/2022 08:01:40,0.1672,11.7854,44.40,0.6923,11.6182
4982,07/03/2022 08:16:40,0.1616,11.7784,44.58,0.6794,11.6168
4983,07/03/2022 08:31:40,0.1648,11.7799,44.58,0.6868,11.6151
4984,07/03/2022 08:46:40,0.1663,11.7828,44.58,0.6903,11.6165
4985,07/03/2022 09:01:40,0.1631,11.7788,44.76,0.6829,11.6156
4986,07/03/2022 09:16:40,0.1668,11.7828,44.94,0.6915,11.6159
4987,07/03/2022 09:31:40,0.1681,11.7838,45.12,0.6943,11.6158
4988,07/03/2022 09:46:40,0.1670,11.7816,45.12,0.6919,11.6146
4989,07/03/2022 10:01:40,0.1699,11.7852,45.49,0.6985,11.6153
4990,07/03/2022 10:16:40,0.1687,11.7826,45.67,0.6958,11.6139
4991,07/03/2022 10:31:40,0.1670,11.7803,46.03,0.6919,11.6133
4992,07/03/2022 10:46:40,0.1690,11.7817,46.39,0.6965,11.6127
4993,07/03/2022 11:01:40,0.1709,11.7853,46.75,0.7008,11.6145
4994,07/03/2022 11:16:40,0.1676,11.7831,47.11,0.6932,11.6155
4995,07/03/2022 11:31:40,0.1666,11.7808,47.47,0.6909,11.6142
4996,07/03/2022 11:46:40,0.1690,11.7825,48.00,0.6966,11.6135
4997,07/03/2022 12:01:40,0.1680,11.7787,48.36,0.6943,11.6107
4998,07/03/2022 12:16:40,0.1674,11.7761,48.89,0.6928,11.6087
4999,07/03/2022 12:31:40,0.1676,11.7760,49.25,0.6933,11.6084
5000,07/03/2022 12:46:40,0.1699,11.7755,49.78,0.6985,11.6056
5001,07/03/2022 13:01:40,0.1695,11.7757,50.31,0.6977,11.6062
5002,07/03/2022 13:16:40,0.1695,11.7760,50.84,0.6977,11.6065
5003,07/03/2022 13:31:40,0.1682,11.7725,51.37,0.6947,11.6043
5004,07/03/2022 13:46:40,0.1653,11.7676,51.90,0.6881,11.6023
5005,07/03/2022 14:01:40,0.1675,11.7698,52.25,0.6930,11.6023
5006,07/03/2022 14:16:40,0.1665,11.7678,52.78,0.6908,11.6013
5007,07/03/2022 14:31:40,0.1649,11.7655,53.13,0.6872,11.6006
5008,07/03/2022 14:46:40,0.1671,11.7706,53.48,0.6922,11.6035
5009,07/03/2022 15:01:40,0.1686,11.7687,53.65,0.6956,11.6001
5010,07/03/2022 15:16:40,0.1659,11.7649,54.00,0.6896,11.5990
5011,07/03/2022 15:31:40,0.1666,11.7682,54.17,0.6911,11.6016
5012,07/03/2022 15:46:40,0.1665,11.7663,54.35,0.6908,11.5998
5013,07/03/2022 16:01:40,0.1671,11.7659,54.52,0.6922,11.5988
5014,07/03/2022 16:16:40,0.1654,11.7625,54.70,0.6885,11.5971
5015,07/03/2022 16:31:40,0.1630,11.7610,54.70,0.6827,11.5981
5016,07/03/2022 16:46:40,0.1663,11.7625,54.70,0.6905,11.5962
5017,07/03/2022 17:01:40,0.1639,11.7588,54.70,0.6850,11.5949
5018,07/03/2022 17:16:40,0.1639,11.7581,54.70,0.6850,11.5942
5019,07/03/2022 17:31:40,0.1649,11.7625,54.70,0.6871,11.5977
5020,07/03/2022 17:46:40,0.1647,11.7618,54.70,0.6868,11.5971
5021,07/03/2022 18:01:40,0.1632,11.7603,54.70,0.6834,11.5971
5022,07/03/2022 18:16:40,0.1647,11.7629,54.52,0.6867,11.5982
5023,07/03/2022 18:31:40,0.1652,11.7644,54.52,0.6878,11.5992
5024,07/03/2022 18:46:40,0.1647,11.7648,54.35,0.6867,11.6001
5025,07/03/2022 19:01:40,0.1646,11.7670,54.35,0.6865,11.6024
5026,07/03/2022 19:16:40,0.1629,11.7652,54.17,0.6826,11.6023
5027,07/03/2022 19:31:40,0.1619,11.7664,54.00,0.6803,11.6045
5028,07/03/2022 19:46:40,0.1654,11.7712,53.82,0.6884,11.6058
5029,07/03/2022 20:01:40,0.1628,11.7701,53.65,0.6823,11.6074
5030,07/03/2022 20:16:40,0.1640,11.7750,53.48,0.6850,11.6110
5031,07/03/2022 20:31:40,0.1635,11.7739,53.30,0.6839,11.6104
5032,07/03/2022 20:46:40,0.1643,11.7769,52.95,0.6859,11.6126
5033,07/03/2022 21:01:40,0.1645,11.7781,52.78,0.6862,11.6136
5034,07/03/2022 21:16:40,0.1633,11.7789,52.43,0.6834,11.6156
5035,07/03/2022 21:31:40,0.1666,11.7827,52.07,0.6910,11.6161
5036,07/03/2022 21:46:40,0.1642,11.7813,51.72,0.6855,11.6171
5037,07/03/2022 22:01:40,0.1664,11.7854,51.55,0.6906,11.6190
5038,07/03/2022 22:16:40,0.1634,11.7832,51.20,0.6837,11.6198
5039,07/03/2022 22:31:40,0.1635,11.7837,51.02,0.6839,11.6201
5040,07/03/2022 22:46:40,0.1655,11.7867,50.67,0.6886,11.6211
5041,07/03/2022 23:01:40,0.1652,11.7871,50.49,0.6878,11.6219
5042,07/03/2022 23:16:40,0.1610,11.7813,50.14,0.6781,11.6203
5043,07/03/2022 23:31:40,0.1630,11.7832,49.96,0.6828,11.6201
5044,07/03/2022 23:46:40,0.1642,11.7828,49.78,0.6854,11.6187
5045,07/04/2022 00:01:40,0.1648,11.7862,49.60,0.6867,11.6214
5046,07/04/2022 00:16:40,0.1625,11.7851,49.43,0.6816,11.6226
5047,07/04/2022 00:31:40,0.1624,11.7863,49.25,0.6812,11.6239
5048,07/04/2022 00:46:40,0.1642,11.7882,49.07,0.6855,11.6239
5049,07/04/2022 01:01:40,0.1637,11.7856,48.89,0.6844,11.6219
5050,07/04/2022 01:16:40,0.1671,11.7882,48.72,0.6921,11.6212
5051,07/04/2022 01:31:40,0.1658,11.7868,48.72,0.6890,11.6210
5052,07/04/2022 01:46:40,0.1675,11.7879,48.54,0.6930,11.6204
5053,07/04/2022 02:01:40,0.1644,11.7854,48.36,0.6858,11.6210
5054,07/04/2022 02:16:40,0.1649,11.7843,48.18,0.6870,11.6194
5055,07/04/2022 02:31:40,0.1683,11.7884,48.00,0.6948,11.6201
5056,07/04/2022 02:46:40,0.1677,11.7877,48.00,0.6934,11.6200
5057,07/04/2022 03:01:40,0.1652,11.7881,47.82,0.6877,11.6229
5058,07/04/2022 03:16:40,0.1672,11.7907,47.65,0.6923,11.6235
5059,07/04/2022 03:31:40,0.1648,11.7896,47.47,0.6869,11.6248
5060,07/04/2022 03:46:40,0.1693,11.7955,47.47,0.6971,11.6262
5061,07/04/2022 04:01:40,0.1701,11.7959,47.29,0.6990,11.6258
5062,07/04/2022 04:16:40,0.1670,11.7934,47.11,0.6918,11.6264
